Symbol	Description
SUNYF.OB	Sunshine Oilsands Ltd
SUOPY.OB	Sumco Corp ADR
SURDF.OB	Sumitomo Realty & Development Ltd
SURRF.OB	Sun Art Retail Gp Ltd
SURRY.OB	Sun Art Retail Group Ltd
SUSTF.OB	SSGA SPDR ETFS Europe II Plc
SUTI.OB	Sutimco International Inc
SUTNY.OB	Sumitomo Mitsui TR H ADR
SUUFF.OB	Strathmore Plus Uranium Corp
SUUIF.OB	Superior Plus Corp
SUUNF.OB	Solarbank Corp
SUVPF.OB	Sartorius Ag Pfd W/O
SUWN.OB	Sunwin Stevia International Inc
SVAD.OB	Silverton Adventures Inc
SVAUF.OB	Storagevault Canada Inc
SVBL.OB	Silver Bull Resources Inc
SVBT.OB	Svb&T Corp
SVCBF.OB	Svenska Cellulosa B
SVCTF.OB	Senvest Capital Inc
SVIN.OB	Scheid Vineyards
SVKEF.OB	Skandinaviska Enskilda Banken Ab
SVLKF.OB	Silver Lake Resources Ltd
SVLT.OB	Sunvault Energy Inc
SVMB.OB	Savmobi Technology Inc
SVMFF.OB	Silver Vy Metals Corp
SVMLF.OB	Sovereign Metals Ltd
SVNDF.OB	Seven & I Holdings Co. Ltd
SVNDY.OB	Seven & I Holdings C ADR
SVNLF.OB	Svenska Handelsbanke
SVNLY.OB	Svenska Handels ADR
SVROF.OB	Silver Predator Corp
SVRSF.OB	Silver Storm Mining Ltd
SVRZF.OB	Silver Bullion TR
SVSN.OB	Stereo Vision Entertainment Inc
SVTNF.OB	Lodestar Battery Metals Corp
SVTRF.OB	Severn Trent Plc
SVVB.OB	Savi Financial Corp
SVVC.OB	Firsthand Technology
SVYSF.OB	Solvay S.A.
SWDBF.OB	Swedbank Ab
SWDBY.OB	Swedbank Ab ADR
SWDCF.OB	Swedencare Ab
SWDHF.OB	Skyworth Group Limited
SWGAF.OB	Swatch Group Ag
SWGAY.OB	Swatch Group Ag ADR
SWGNF.OB	Swatch Grp N Akt
SWISF.OB	Sekur Private Data Ltd
SWLFF.OB	Silver Wolf Exploration Ltd
SWNM.OB	Southwestern Medical Solutions Inc
SWOBY.OB	Swedish Orphan Biovitrum Ab ADR Unsponsored [Swe
SWONF.OB	Softwareone Hldg Ag
SWOOF.OB	SSGA SPDR ETFS Europe II Plc
SWPFF.OB	Swire Properties Ltd
SWQGF.OB	Swissquote Group Holding Ag
SWRAF.OB	Swire Pacific Ltd A
SWRAY.OB	Swire Pacific Ltd Cl ADR
SWRBY.OB	Swire Pacific Ltd Cl ADR
SWRL.OB	U-Swirl
SWRM.OB	Appswarm Inc
SWSDF.OB	Swiss Life Holding
SWSSF.OB	Swiss Wtr Decaffinated Coffee Inc
SWYDF.OB	Stornoway Diamond Cp
SWZCF.OB	Swisscom Ag
SWZNF.OB	Schweizerische Nationalbank
SXHHF.OB	Sonomax Technologies
SXLBF.OB	SSGA SPDR ETFS Europe II Plc
SXNTF.OB	Sixty North Gold Mining Ltd
SXOOF.OB	ST Georges Eco Mng Corp
SXYAY.OB	Sika Finanz Ag [Switzerland] ADR
SYAAF.OB	Syrah Resources
SYAXF.OB	Sayona Mining Ltd Ord Shs
SYBE.OB	Sybleu Inc
SYEV.OB	Seychelle Environmental Technologies Inc
SYGCF.OB	Sylla Gold Corp
SYGGF.OB	Synairgen Plc
SYHBF.OB	Skyharbour Resources Ltd
SYIEF.OB	Symrise Ag
SYIEY.OB	Symrise Ag ADR
SYKWF.OB	Sky Network Television Ltd
SYNE.OB	Synthesis Energy Sys
SYNNF.OB	Symphony International Holdings Ltd
SYSX.OB	Sysorex Inc
SYUP.OB	Shanghai Yutong Phma
SYYYF.OB	Synthomer Plc
SYZLF.OB	Sylogist Ltd
SZGPY.OB	Salzgitter Ag ADR
SZHIF.OB	Shenzhou International Group Holdings Ltd
SZKMY.OB	Suzuki Motor Corp ADR
SZLMY.OB	Schweizerische Leben
SZLSF.OB	Stagezero Life Sciences Ltd
SZNTF.OB	Shenzhen Investment Ltd
SZSMF.OB	Santacruz Silver
TABCF.OB	Tabcorp Holdings Ltd
TACBY.OB	Tabcorp Hlds ADR
TAER.OB	Tarsier Ltd
TAGOF.OB	Tag Immobilien Ag
TAGP.OB	Tristar Acquisition Group
TAIMF.OB	Taiga Mtrs Corp
TAIPY.OB	Taisho Pharmaceutical Holdings ADR
TAISF.OB	Taisho Pharmaceutical Holdings CO Ltd
TAKD.OB	Transakt Ltd
TAKOF.OB	Drone Delivery Cda Corp
TALN.OB	Talon International Inc
TAMG.OB	Transnatl Auto Grp
TAOFF.OB	Iperionx Ltd
TAOIF.OB	Tag Oil Ltd
TAPM.OB	Tapinator Inc
TARGF.OB	Taurus Gold Corp
TARSF.OB	Silver North Resources Ltd
TASEF.OB	Tasman Resources NL Ord
TATYF.OB	Tate & Lyle Plc 25
TATYY.OB	Tate & Lyle Plc ADR
TAVHF.OB	Tav Havalimanlari Holding As
TAVHY.OB	Tav Havalimanlari Holding As
TAWNF.OB	Thai Airways International Public Ltd
TAYO.OB	Taylor Consulting
TBABF.OB	Trelleborg Ab
TBBA.OB	Teb Bancorp Inc
TBBC.OB	Triad Business Bank
TBCCF.OB	Tbc Bank Group Plc
TBCRF.OB	Timbercreek Financial Corp
TBGPF.OB	Tembo Gold Corp
TBIIF.OB	Tobii Technology Ab
TBIXF.OB	Trustbix Inc
TBLLF.OB	Tombill Mines Ltd
TBLMF.OB	Tiger Brands Ltd
TBLMY.OB	Tiger Brands Ltd
TBMIF.OB	Big Tree Carbon Inc
TBNGY.OB	Pt Bukit Asam Persero Tbk
TBNRF.OB	Tamboran Res Ltd
TBPMQ.OB	Tetra Bio-Pharma Inc
TBRIF.OB	Therma Bright Inc
TBTC.OB	Table Trac Inc
TBVPF.OB	Thai Beverage Public Co. Ltd
TBXXF.OB	Turmalina Metals Corp
TCCHF.OB	Technogym Spa
TCCO.OB	Technical Communications Corp
TCCPY.OB	Technopro Holdings Inc ADR
TCEFF.OB	Tisdale Clean Energy Corp
TCEHY.OB	Tencent Holdings ADR
TCGGY.OB	Tecan Group Ag
TCHBF.OB	Tecan Ag
TCKRF.OB	Teck Resources Cl A
TCLAF.OB	Transcontinental A
TCLCF.OB	Transcontinental Inc
TCLHF.OB	Tcl Electronics Holdings Ltd
TCMFF.OB	Telecom Argentina S.A.
TCNAF.OB	Transcanna Holdings Inc
TCNB.OB	Town Center Bk IL
TCNNF.OB	Trulieve Cannabis Corp
TCOR.OB	Treecon Resources Inc
TCPFF.OB	True Corporation Public Company Limited
TCRI.OB	Techcom Inc
TCTZF.OB	Tencent Holdings Ltd
TCVNF.OB	Tocvan Ventures Corp
TCYMF.OB	Tingyi Cayman Islands Holdings Corp
TCYSF.OB	Tecsys Inc
TDCB.OB	Third Century Bancorp
TDCSF.OB	Tdc Software Engineering Inc
TDGMW.OB	Tidewater WT
TDHOY.OB	T&D Holdings Inc
TDPAY.OB	Tod&#039S Spa ADR Repstg 1/10 Shs
TDRK.OB	Tiderock Companies Inc
TDRRF.OB	Tudor Gold Corp
TDSGF.OB	Telo Genomics Corp
TDTRF.OB	Trident Royalties Plc
TDVXF.OB	Tobii Dynavox Ab
TECFF.OB	Teco 2030 ASA
TEFOF.OB	Telefonica S.A.
TELHF.OB	Tearlach Resources Ltd
TELIF.OB	Telescope Innovations Corp
TELNF.OB	Telenor ASA
TELNY.OB	Telenor ASA ADR
TEMPF.OB	Persol Holdings CO Ltd
TERCF.OB	Terracom Ltd
TERRF.OB	Terna Rete Elettrica Nazionale Spa
TETAA.OB	Teton Advisors Inc
TETHF.OB	Tethys Petroleum Ltd
TETOF.OB	Tectonic Metals Inc
TEUTF.OB	Teuton Resources Corp
TEVJF.OB	Teva Pharmaceutical Industries Ltd
TEVNF.OB	Tevano Systems Holdings Inc
TEXG.OB	Terax Energy Inc
TEZNY.OB	Terna Rete Elettrica ADR
TFGL.OB	Tracker Financial Group Ltd
TFRNF.OB	Wisdomtree Issuer Plc Wisdomtree USD Floating Ra
TFSVF.OB	24Sevenoffice Group Ab
TGCB.OB	Tego Cyber Inc
TGEN.OB	Tecogen Inc
TGGI.OB	Trans Global Grp IN
TGGLF.OB	Toggle3D Ai
TGHLF.OB	Tornado Global Hydrovacs Ltd
TGIC.OB	Triad Guaranty Inc
TGIFF.OB	1933 Industries Inc
TGLDF.OB	Renegade Gold Inc
TGLO.OB	Theglobe.com Inc
TGLVY.OB	Top Glove Corp
TGMGF.OB	Theta Gold Mines Ltd
TGMR.OB	Troy Gold & Mineral Corp
TGNT.OB	Totaligent Inc
TGOLF.OB	Thunder Gold Corp
TGONF.OB	Tetragon Financial Group
TGOPF.OB	3I Group
TGOPY.OB	3I Group Plc
TGOSF.OB	Toyoda Gosei Co. Ltd
TGSGY.OB	Tgs ASA
TGSHF.OB	The Good Shroom CO Inc
THAFF.OB	Thoresen Thai Agencies Public Co. Ltd
THBD.OB	Third Bench Inc
THBRF.OB	Thunderbird Entertainment Group Inc
THCBF.OB	Thc Biomed Intl Ltd
THDDY.OB	TV Asahi Holdings Corp ADR
THER.OB	Theralink Technologies Inc
THKLY.OB	T H K Ltd ADR
THLEF.OB	Thales Ord
THLLY.OB	Thales ADR
THMG.OB	Thunder Mountain Gold Inc
THNCF.OB	Thinkific Labs Inc
THNOF.OB	Technology One Ltd
THNPF.OB	Technip Energies NV
THNPY.OB	Technip Energies NV ADR
THORF.OB	Thor Energy Plc.
THOXF.OB	Bioporto As
THQQF.OB	Embracer Group Ab
THRSF.OB	Thunderbird Resorts Inc
THSGF.OB	Thesis Gold Holdings Inc
THST.OB	Truett Hurst Cl A Co.
THUPY.OB	Thule Group Ab ADR
THURF.OB	Thunderstruck Resources Ltd
THVB.OB	Thomasville Bancshar
THXPF.OB	Thor Exploration Ltd
THYCF.OB	Taiheiyo Cement Corp
TIAIY.OB	Telecom Italia S.P.A.
TIAJF.OB	Telecom Italia S.P.A.
TIAOF.OB	Telecom Italia New O
TIGCF.OB	Triumph Gold Corp
TIHE.OB	Taihe Group Inc
TIIAY.OB	Telecom Italia S.P.A.
TIKK.OB	Tel-Instrument Electronics Corp
TILCF.OB	Till Cap Ltd
TIMCF.OB	Titan Mining
TINFF.OB	Tincorp Metals Inc
TINLY.OB	Teijin Ltd ADR
TINO.OB	Tamino Minerals Inc
TIPS.OB	Tianrong Internet Prod Sv
TISCF.OB	Taisei Corp
TISCY.OB	Taisei Corp
TISDZ.OB	Treasure Island Royalty Trust
TITUF.OB	Cvw Cleantech Inc
TJBH.OB	Tengjun Biotechnology Corp
TJSCF.OB	Tianjin Development Holdings Ltd
TKAMY.OB	Thyssenkrupp Ag ADR
TKAYF.OB	Takeaway.com NV
TKCBF.OB	Tokai Carbon CO Ltd
TKCBY.OB	Tokai Carbon Company Ltd
TKCM.OB	Token Communities Ltd
TKCOF.OB	Toho Company Ltd
TKECF.OB	Tokyo Electric Power Company Holdings
TKECY.OB	Tokyo Electric Power
TKGBF.OB	Turkiye Garanti Bankasi A.S.
TKGBY.OB	Turkiye Garanti Bankasi A.S.
TKGSY.OB	Tokyo Gas Ltd ADR
TKHVY.OB	Turk Hava Yollari Ao
TKLS.OB	Trutankless Inc
TKOI.OB	Telkonet Inc
TKOMF.OB	Tokio Marine Ord
TKOMY.OB	Tokio Marine ADR
TKPHF.OB	Takeda Pharmaceutical Co. Ltd
TKRFF.OB	Tinka Resources Ltd
TKURF.OB	Tokyu REIT Inc
TKVR.OB	Zhejiang Dashang Media CO Ltd
TKYMY.OB	Tokuyama Corp
TLCC.OB	Twinlab Consolidated Holdings Inc
TLDE.OB	Tld3 Entertainment Group Inc
TLGPY.OB	Telstra Group Limited
TLGRF.OB	Talga Group Ltd
TLIF.OB	Tocca Life Holdings Inc
TLKMF.OB	Pt Telekomunick
TLLTF.OB	Tilt Holdings Inc
TLLYF.OB	Trilogy Intl Partners Inc
TLLZF.OB	Gold Line Res Ltd
TLNE.OB	Talen Energy Corporation
TLOFF.OB	Talon Metal Corp
TLOG.OB	Tetralogic Pharmaceuticals Corp
TLPFF.OB	Teleperformance
TLPFY.OB	Teleperformance S.A. ADR
TLPPF.OB	Telix Pharmaceutical Ltd
TLRS.OB	Timberline Resources Corp
TLSNF.OB	Teliasonera Ab Ord
TLSNY.OB	Teliasonera ADR
TLSS.OB	Transportation and Logistics Systems Inc
TLTFF.OB	Theralase Technologies Inc
TLTZF.OB	Tele2 Ab
TLTZY.OB	Tele2 Ab
TMAK.OB	Touchmark Bancshares
TMASF.OB	Temas Resources Corp
TMBRQ.OB	Timber Pharmaceuticals Inc
TMBXF.OB	Tombstone Exploration Corp
TMDIF.OB	Titan Medical Inc
TMGEF.OB	Thermal Energy International Inc
TMGI.OB	The Marquie Group Inc
TMICF.OB	Trend Micro Inc
TMICY.OB	Trend Micro ADR
TMMI.OB	Tmm Inc
TMNSF.OB	Temenos Ag
TMOAF.OB	Tomtom NV
TMOAY.OB	Tomtom NV
TMPO.OB	Tempo Automation Hldgs Inc
TMPOQ.OB	Tempo Automation Hldgs Inc
TMPOW.OB	Tempo Automation Hldgs Inc WT
TMRAF.OB	Tomra Systems A/S/A
TMRAY.OB	Tomra Systems A/S/A ADR
TMRC.OB	Texas Mineral Resources Corp
TMRR.OB	Temir Corp
TMSH.OB	Transglobal Assets Inc
TMSNY.OB	Temenos Group Ag ADR
TMTNF.OB	Toromont Industries Ltd
TMVWF.OB	Teamviewer Se
TMVWY.OB	Teamviewer Ag
TMXN.OB	Trimax Corp
TMXXF.OB	TMX Group Ltd
TNABY.OB	Tenaga Nasional Berh ADR
TNBI.OB	Tanke Biosciences Corp
TNCAF.OB	TC Energy Corp
TNEYF.OB	Tamarack Valley Energy Ltd
TNGL.OB	Tonogold Resources Inc
TNGRF.OB	Thungela Res Ltd
TNGZF.OB	Tivan Ltd
TNIEF.OB	Tonies Se
TNLX.OB	Trans-Lux Corp
TNMD.OB	Tianrong Medical Group Inc
TNPH.OB	Tian'An Pharm Ltd
TNREF.OB	Taranis Resources Inc
TNRG.OB	Thunder Energies Corp
TNRSF.OB	Tenaris Sa Luxembrg
TNSGF.OB	Findev
TNTAF.OB	Tintra Plc
TNTFF.OB	Postnl N.V.
TNTLF.OB	Tantalus Sys Hldgs Inc
TNTMF.OB	Transition Metals Corp
TNTTF.OB	Toronto Dominion Bank [On]
TNYBF.OB	Tinley Beverage Company Inc
TNYYF.OB	Tinybeans Group Ltd
TNYZF.OB	Tiny Ltd
TOAGF.OB	Toagosei Co. Ltd
TOBAF.OB	Taat Global Alternatives Inc
TOCOF.OB	Tom Group Limited
TODGF.OB	Tods Spa
TOELF.OB	Tokyo Electron Ltd
TOELY.OB	Tokyo Electron Ltd ADR
TOEYD.OB	Toro Energy Ltd
TOEYF.OB	Toro Energy Ltd
TOFB.OB	Tofutti Brands Inc
TOGOF.OB	Tomagold Corp
TOITF.OB	Topicus Com Inc
TOKUY.OB	Tokyu Corp ADR
TOLWF.OB	Trican Well Service Ltd
TOMDF.OB	Todos Medical Ltd
TONPF.OB	Toppan Holdings Inc
TONR.OB	Tonner-One World Holdings Inc
TOPCF.OB	Topcon Corp
TOPPY.OB	Toppan Holdings Inc ADR
TORCF.OB	Tinone Resources Inc
TORM.OB	Tor Minerals International Inc
TORVF.OB	Volt Carbon Technologies Inc
TORXF.OB	Torex Gold Resources Inc
TOSBF.OB	Toshiba Corp
TOSYY.OB	Toshiba Corp
TOTDY.OB	Toto Ltd
TOTTF.OB	Toyo Tire & Rubber Co. Ltd
TOTZF.OB	Total Energy Services Inc
TOYOF.OB	Toyota Motor Corp
TOYRF.OB	Toys R US Anz Ltd
TPBTF.OB	Betmakers Technology Group Ltd
TPCFF.OB	Titan Logix Corp
TPDDF.OB	Talon Energy Ltd
TPGVF.OB	Top Glove Corp
TPIA.OB	Mycotopia Therapies Inc
TPII.OB	Triad Pro Innovators Inc
TPLWF.OB	Temple & Webster Group Ltd
TPNEF.OB	Carcetti Cap Corp
TPNTF.OB	Third Point Offshore
TPPM.OB	Tmpos Inc
TPRKY.OB	Travis Perkins Plc
TPRP.OB	Tower Properties Company
TPRXF.OB	Aris Mining Corp
TPSRF.OB	Topsports Intl Holdings Ltd
TPTJF.OB	Topps Tiles Plc.
TPTW.OB	Tpt Global Tech Inc
TPZEF.OB	Topaz Energy Corp
TQLB.OB	Torque Lifestyle Brands Inc
TRAC.OB	Track Data Corp
TRAGF.OB	Terago Inc
TRARF.OB	Teras Resources Inc
TRATF.OB	Traton Se
TRAUF.OB	Transurban Gr Staple
TRBK.OB	Traditions Bancorp Inc
TRBMF.OB	Torq Resources Inc
TRBO.OB	Turbo Global Partners Inc
TRCK.OB	Track Group Inc
TRCTF.OB	Traction Uranium Corp
TRCY.OB	Tri City Bankshares Corp
TRDX.OB	Trend Exploration Inc
TREIF.OB	Treatment.com Ai Inc
TREP.OB	Trucept Inc
TREVQ.OB	Trevali Mining Corp
TRFE.OB	Trustfeed Corp
TRII.OB	Trio Resources Inc
TRIQ.OB	Traqiq Inc
TRIRF.OB	Triterras Inc Cl A
TRIRW.OB	Triterras Inc
TRKNY.OB	Turk Telekomunikasyo ADR
TRKUF.OB	Tarku Res Ltd
TRLEF.OB	Trillion Energy International Inc
TRLFF.OB	Maven Brands Inc
TRLM.OB	Truleum Inc
TRMLF.OB	Tourmaline Oil Corp
TRMNF.OB	New Wave Holdings Corp
TRNFQ.OB	Taronis Fuels Inc
TRNLY.OB	The Trendlines Group Ltd
TROIF.OB	Neworigin Gold Corp
TROUF.OB	Troubadour Resources Inc
TROYF.OB	Troy Minerals Inc
TRPCF.OB	Trip.com Group Limited
TRPPF.OB	TC Energy Corp
TRPRF.OB	TC Energy Corp
TRPTF.OB	Tribe Ppty Technologies Inc
TRRCF.OB	Tribeca Res Corp
TRRE.OB	Terra Energy Resources Ltd
TRRFF.OB	Trifecta Gold Ltd
TRRGF.OB	Transatlantic Mng Corp
TRRI.OB	Trinity Resources Inc
TRRSF.OB	Trisura Group Ltd
TRRVF.OB	Terravest Industries Inc
TRRXF.OB	Tnr Gold Corp
TRSI.OB	Trophy Resources Inc
TRUFF.OB	Red Light Holland Corp
TRUHF.OB	Truly International Holdings Ltd
TRUIF.OB	Tru Precious Metals Corp
TRUMF.OB	Terumo Corp
TRUMY.OB	Terumo Corp ADR
TRUX.OB	Truxton Corp
TRVR.OB	Two Rivers Fin Grp
TRXEF.OB	Trinity Exploration & Production Plc
TRXO.OB	Columbine Valley Resources Inc
TRYIF.OB	Toray Inds Inc Ord
TRYIY.OB	Toray Inds Inc ADR
TRYPF.OB	Tryp Therapeutics Inc
TRYRF.OB	Troy Resources Ltd
TRZBF.OB	Transat At Cl B Vtg
TSBA.OB	Touchstone Bankshares Inc
TSCC.OB	Technology Solutions Company
TSCDF.OB	Tesco Plc
TSCDY.OB	Tesco Plc ADR
TSDRF.OB	Tsodilo Resources Limited
TSGTF.OB	Tsingtao Brewery Co. Ltd
TSGTY.OB	Tsingtao Brewery ADR
TSGZF.OB	Tristar Gold Inc
TSKFF.OB	Talisker Resources Ltd
TSLVF.OB	Tier One Silver
TSNDF.OB	Terrascend Corp
TSOI.OB	Therapeutic Solutions International Inc
TSPCF.OB	Cleanaway Waste Management Limited
TSPG.OB	Tgi Solar Power Gr
TSRMF.OB	Treasury Metals
TSRR.OB	Tradestar Resources Corp
TSRUF.OB	Pacific Current Group Ltd
TSRYF.OB	Treasury Wine Estates Ltd
TSRYY.OB	Treasury Wine Estate ADR
TSSI.OB	Tss Inc
TSUKY.OB	Toyo Suisan Kaisha Ltd
TSUSF.OB	Tsuruha Holdings Inc
TSYHF.OB	Travelsky Technology Ltd
TSYHY.OB	Travelsky Tech SP H ADR
TTBKF.OB	2020 Bulkers Ltd
TTBXF.OB	Tritax Big Box REIT Plc
TTCFQ.OB	Tattooed Chef Inc
TTCIF.OB	Titan Cem Intl N V
TTCM.OB	Tautachrome Inc
TTDKF.OB	Tdk Corp
TTDKY.OB	Tdk Corp ADR
TTEXF.OB	Bullion Gold Resources Corp
TTFNF.OB	Total S.A.
TTGPF.OB	Tt Group Plc Ord 25
TTHG.OB	Titanium Holdings Group Inc
TTIRF.OB	Tertiary Minerals Plc
TTLHF.OB	Total Helium Ltd
TTLTF.OB	Total Telcom Inc
TTLXF.OB	Tantalex Lithium Resources Corp
TTMZF.OB	Datable Technology Corp
TTNDF.OB	Techtronic Inds Ord
TTNDY.OB	Techtronic Industries Ltd ADR
TTNMF.OB	Titanium Transportation Group
TTNN.OB	Titan NRG
TTRAF.OB	Telstra Group Ltd
TTSRF.OB	Tartisan Nickel Corp
TTTNF.OB	Titan Minerals Ltd
TTTPF.OB	Tremor Intl Ltd
TTTRF.OB	Treatt Plc
TTTSF.OB	Trutrace Technologies Inc
TTVSY.OB	Totvs Sa
TTYP.OB	Trinity Petroleum Trust
TUEMQ.OB	Tuesday Morning Corp
TUERD.OB	True North Commerical
TUERF.OB	True North Commerical
TUFBY.OB	Thai Union Group Public Company Limited
TUFUF.OB	Thai Union Group Plc Ltd
TUGAF.OB	Tuga Innovations Inc
TUIFF.OB	Tui Ag
TUWLF.OB	Tullow Oil Plc.
TUWOY.OB	Tullow Oil ADR
TUXS.OB	Tuxis Corp
TVAHF.OB	TV Asahi Holdings Corp
TVBCY.OB	Television Broadcasts Ltd
TVCCF.OB	Three Vy Copper Corp
TVIPF.OB	Tvi Pacific Inc
TVLF.OB	Tennessee Valley Financial Holdings Inc
TVTV.OB	Wherevertv Broadcasting Corp
TWAC.OB	Twa Corp
TWIRF.OB	Tree Island Steel Ltd
TWMIF.OB	Tidewater Midstream & Infrastructure Ltd
TWODF.OB	Taylor Wimpey Plc
TWODY.OB	Taylor Wimpey Plc ADR
TWOH.OB	Two Hands Corp
TWRFF.OB	Tower Resources Ltd
TXHE.OB	Texhoma Energy Inc
TXHG.OB	TX Holdings Inc
TXHPF.OB	Technopro Holdings Inc
TXMC.OB	Tirex Corp
TXTM.OB	Protext Mobility Inc
TXWHY.OB	Texwinca Holdings Ltd
TYBT.OB	Trinity Bk N A Fort Worth TX Com
TYCB.OB	Calvin B. Taylor Bankshares Inc
TYCMY.OB	Tingyi Cayman Islands Holdings Corp
TYEKF.OB	Thyssenkrupp Ag
TYIDF.OB	Toyota Industries Cp
TYIDY.OB	Toyota Industries Corp
TYNPF.OB	Nippon Sanso Holdings Corp
TYOYF.OB	Taiyo Yuden Co. Ltd
TYOYY.OB	Taiyo Yuden Ltd ADR
TYTN.OB	Tytan Holdings Inc
TZPC.OB	Thermafreeze Products Corp
TZROP.OB	Tzero Group Inc
TZUP.OB	Thumzup Media Corp
UAHC.OB	United American Healthcare Corp
UAMM.OB	Ua Multimedia Inc
UAPC.OB	United American Petroleum Corp
UATG.OB	Umbra Applied Technologies Group Inc
UBAAF.OB	Urbana Corp Cl A
UBAB.OB	United Bancorporation of Alabama Inc
UBEOF.OB	Ube Corp
UBISF.OB	UBS Index Solutions Shs Hldgs Klasse ETF
UBLXF.OB	U-Blox Holding Ag
UBMRF.OB	Urbanimmersive Inc
UBOH.OB	United Bancshares
UBQU.OB	Ubiquitech Software Corp
UBSCF.OB	UBS Irl Fd Solutions Plc
UBSFF.OB	Ubisoft Entertainment S.A.
UBSFY.OB	Ubisoft Ent. ADR
UBSNF.OB	UBS ETF
UBYH.OB	Ubuyholdings Inc
UCASU.OB	Uc Asset Ltd Partnership Units
UCBJF.OB	Ucb S.A.
UCBJY.OB	Ucb ADR
UCCPF.OB	Adamant Hldg Inc
UCLE.OB	US Nuclear Corp
UCPA.OB	United Communications Partners Inc
UCPLF.OB	United Corporations Limited
UEEC.OB	United Health Products Inc
UELKY.OB	Ulker Biskuvi Sanayi As
UEPCN.OB	Union Electric Co.
UEPCO.OB	Union Electric Co.
UEPCP.OB	Union Electric Co.
UEPEM.OB	Union Electric Co.
UEPEN.OB	Union Electric Company 3.50 10
UEPEO.OB	Union Electric Co.
UEPEP.OB	Union Electric Company 4.56 10
UFABQ.OB	Unique Fabricating Inc
UFMG.OB	Universal Manufacturing Co.
UGDIF.OB	Unigold Inc
UGEIF.OB	Uge International Ltd
UGHB.OB	Universal Global Hub Inc
ULGX.OB	Urologix
ULIHF.OB	United Laboratories International Holdings Ltd
ULTHF.OB	United Lithium Corp
ULTXF.OB	Ultra Lithium Inc
UMAM.OB	Umami Sustainable Seafood Inc
UMAV.OB	Uav Corp
UMAX.OB	Umax Group Corp
UMCN.OB	Umc Inc
UMEWF.OB	Umeworld Limited
UMFG.OB	Umf Group Inc
UMGNF.OB	Universal Music Group NV
UMGP.OB	Universal Media Group Inc
UMICF.OB	Umicore Sa
UMICY.OB	Umicore Group ADR
UNAM.OB	Unico American Cp
UNBK.OB	United National Bank [Cairo Ga]
UNBLF.OB	Unibail-Rodamco Se
UNCFF.OB	Unicredito Spa
UNCHF.OB	Unicharm Corp
UNCRY.OB	Unicredito Spa 2017 ADR
UNDR.OB	Undersea Recovery Co.
UNEGF.OB	United Energy Group
UNFYF.OB	Edge Total Intelligence Inc
UNHLF.OB	Ec Healthcare Hkd
UNIB.OB	University Bancorp Inc
UNICY.OB	Unicharm Corp/S ADR
UNIF.OB	U&I Financial Corp
UNJCF.OB	Unicaja Banco Sa
UNLRF.OB	Pt Unilever Indonesia Tbk
UNLRY.OB	Pt Unilever Indonesia Tbk
UNLYF.OB	Unilever Plc GBP .01
UNMK.OB	Tritent International Agriculture Inc
UNPRF.OB	Uniper Se
UNQL.OB	Unique Logistics International Inc
UNRG.OB	United Energy Corp
UNRV.OB	Unrivaled Brands Inc
UNTC.OB	Unit Corp
UNTCW.OB	Unit Corp
UNTN.OB	United Tennessee Bankshares Inc
UNVC.OB	Univec Inc
UNVGY.OB	Universal Music Group
UNXLQ.OB	Uni-Pixel Inc
UNXP.OB	United Express Inc
UOLGF.OB	Uol Group Ltd
UOLGY.OB	Uol Group Ltd
UOMO.OB	Uomo Media Inc
UOVEF.OB	United Overseas Bank Ltd
UOVEY.OB	United Overseas Bank ADR
UPCHY.OB	Uni-President China Holdings Ltd
UPHL.OB	Uphealth Inc
UPHLW.OB	Uphealth Inc WT
UPIN.OB	Universal Power Industry Corp
UPMKF.OB	Upm Kymmene Corp [Finland]
UPMMY.OB	Upm-Kymmene Oyj ADR
UPNRF.OB	Uponor Oyj
UPYY.OB	Upay Inc
URAL.OB	United Rail Inc
URANF.OB	Uranium Vy Mines Ltd
URBT.OB	Urban Televsion
URCWF.OB	Uranium Rty Corp
UREKF.OB	Eureka Lithium Corp
URHG.OB	United Resources Hol
URLOF.OB	Namesilo Technologies Corp
URNAF.OB	Urbana Corp
URVNF.OB	
URYL.OB	United Royale Holdings Corp
USAQ.OB	Qhslab Inc
USCMF.OB	US Critical Metals Corp
USCS.OB	Uscorp
USCUF.OB	US Copper Corp
USDP.OB	USD Partners LP
USDR.OB	Uas Drone Corp
USGDF.OB	American Pacific Mining Corp
USHAF.OB	Usha Res Ltd
USLG.OB	US Lighting Group Inc
USMT.OB	US Metro Bank
USNU.OB	U.S. Neurosurgical Holdings Inc
USNZY.OB	Usiminas Sa Regs ADR
USPS.OB	Ultimate Sports Inc
USRC.OB	UniSource Corp
USREF.OB	Tactical Res Corp
USRI.OB	USA Recycling Industries Inc
USRM.OB	U.S. Stem Cell Inc
USWF.OB	US Wind Farming Inc
UTGN.OB	Utg Inc
UTGPF.OB	Unite Group Plc
UTRK.OB	Universal Tracking Sltns
UTRX.OB	Unitronix Corp
UUGRY.OB	United Utilities Gro ADR
UUGWF.OB	United Util Plc Wrg
UURAF.OB	Ucore Rare Metals
UUSAF.OB	Kraken Energy Corp
UVFT.OB	Uv Flu Technologies
UVRBF.OB	Universal Robina
UVSS.OB	Universal Systems Inc
UWHR.OB	Uwharrie Capital Corp
